,CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,TELEFONO,SUPERVISOR,DIRECTOR,NIVEL,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN,DEPARTAMENTAL,ZONA
2913,05-13-2450-46,05-019,ESCUINTLA,NUEVA CONCEPCION,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA ADSCRITO AL INSTITUTO OFICIAL EXPERIMENTAL DE EDUCACION CON ORIENTACION OCUPACL,CALLE NICARAGUA,,JAIME ANTULIO ESTRADA SOTO,,DIVERSIFICADO,OFICIAL,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ESCUINTLA,
2914,05-13-2546-46,05-019,ESCUINTLA,NUEVA CONCEPCION,CENTRO PEDAGOGICO GUATEMALA,CALLE DEL BANCO BARRIO 6 DE NOVIEMBRE,78828098,JAIME ANTULIO ESTRADA SOTO,FREDY FERNANDO CASTELLANOS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ESCUINTLA,
2915,05-13-2547-46,05-019,ESCUINTLA,NUEVA CONCEPCION,CENTRO PEDAGOGICO GUATEMALA,"CALLE DEL BANCO, BARRIO 6 DE NOVIEMBRE",78828098,JAIME ANTULIO ESTRADA SOTO,FREDY FERNANDO CASTELLANOS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ESCUINTLA,
2916,05-13-2791-46,05-019,ESCUINTLA,NUEVA CONCEPCION,CENTRO PEDAGOGICO GUATEMALA,CALLE DEL BANCO BARRIO 6 DE NOVIEMBRE,78828098,JAIME ANTULIO ESTRADA SOTO,FREDY FERNANDO CASTELLANOS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ESCUINTLA,
2917,05-13-2974-46,05-019,ESCUINTLA,NUEVA CONCEPCION,LICEO TECNICO COMERCIAL EN COMPUTACION,CALLE BELICE PARCELA A-43,78828451,JAIME ANTULIO ESTRADA SOTO,RAFAEL VALENZUELA TRUJILLO,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,SABATINO,ESCUINTLA,
2918,05-13-3074-46,05-019,ESCUINTLA,NUEVA CONCEPCION,INSTITUTO MUNICIPAL DE EDUCACION DIVERSIFICADA,ALDEA LAGUNA DE TECOJATE SECTOR UNO,42172147,JAIME ANTULIO ESTRADA SOTO,,DIVERSIFICADO,MUNICIPAL,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ESCUINTLA,
2919,05-14-0027-46,05-029,ESCUINTLA,SIPACATE,INSTITUTO MIXTO MUNICIPAL DE EDUCACION DIVERSIFICADA,5TA CALLE 0-12,56901945,ERICK OMAR SURIANO CARRILLO,JULY MARLEN GOMEZ CHACLAN,DIVERSIFICADO,MUNICIPAL,URBANA,ABIERTA,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),ESCUINTLA,
2920,05-14-0033-46,05-029,ESCUINTLA,SIPACATE,COLEGIO MIXTO LA LIBERTAD,5A CALLE 0-12,59236037,ERICK OMAR SURIANO CARRILLO,ROSARIO ELENA CHACLAN NAJARRO DE GOMEZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ESCUINTLA,
2921,05-14-0037-46,05-029,ESCUINTLA,SIPACATE,"COLEGIO CRISTIANO ""EMANUEL""",0 CALLE 1RA. AVENIDA LOTE NO. 06 COLONIA VINICIO CEREZO AREVALO,58269606,ERICK OMAR SURIANO CARRILLO,BLANCA ESTELA RUANO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ESCUINTLA,
2922,05-14-0041-46,05-029,ESCUINTLA,SIPACATE,"COLEGIO CRISTIANO ""EMANUEL""",3A CALLE Y 1A AVENIDA LOTE 6 DE COLONIA VINICIO CEREZO AREVALO,58266906,ERICK OMAR SURIANO CARRILLO,BLANCA ESTELA RUANO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ESCUINTLA,
2923,05-14-0045-46,05-029,ESCUINTLA,SIPACATE,LICEO TECNICO EBEN-EZER.,5A CALLE 0-12,56901945,ERICK OMAR SURIANO CARRILLO,JULY MARLEN GOMEZ CHACLAN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),ESCUINTLA,
2924,05-14-0046-46,05-029,ESCUINTLA,SIPACATE,"COLEGIO CRISTIANO ""EMMANUEL""",0 CALLE 1A. AVENIDA LOTE 6 COLONIA VINICIO CEREZO AREVALO,54621483,ERICK OMAR SURIANO CARRILLO,BLANCA ESTELA RUANO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ESCUINTLA,
2928,01-01-0018-46,01-307,GUATEMALA,GUATEMALA,LICEO ROMANO AMERICANO,6A. CALLE 2-12 ZONA 1,,NORMA ARACELY PALOMO FRANCO DE DIAZ,VICTOR MANUEL PORTILLO LEON,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,
2929,01-01-0022-46,01-627,GUATEMALA,GUATEMALA,LICEO ROMANO AMERICANO,6A. CALLE 2-12 ZONA 1,22533522,ISAURA AMPARO RECINOS CARRILLO,VICTOR MANUEL PORTILLO LEON,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE,
2930,01-01-0023-46,01-627,GUATEMALA,GUATEMALA,LICEO ROMANO AMERICANO,6A. CALLE 2-12 ZONA 1,22533522,ISAURA AMPARO RECINOS CARRILLO,VICTOR MANUEL PORTILLO LEON,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE,
2931,01-01-8208-46,,GUATEMALA,GUATEMALA,INSTITUTO AMERICANO EN CIENCIAS DE COMPUTACION (POR MADUREZ),6AV. 18-23 ZONA 1,22322912,,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,SABATINO,GUATEMALA NORTE,
2932,01-02-0010-46,01-502,GUATEMALA,SANTA CATARINA PINULA,"COLEGIO ""COUNTRY DAY SCHOOL""",KILOMETRO 18.5 CARRETERA EL SALVADOR ZONA 8 ALDEA EL CANCHON,66859300,JULIA ENECON ROCA MORAN,MAVELIN DINORA GARCIA BARRERA DE MORENO,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE,
2933,01-02-0012-46,01-502,GUATEMALA,SANTA CATARINA PINULA,LICEO INTEGRAL DE ENSENANZA COMERCIAL,"SECTOR LOS TRES REYES, LOTE 5""E"" ZONA 7 ALDEA EL PAJON",58543592,JULIA ENECON ROCA MORAN,JOSE ADOLFO ESPINOZA MORATAYA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE,
2934,01-02-0013-46,01-405,GUATEMALA,SANTA CATARINA PINULA,LICEO INTEGRAL DE ENSENANZA COMERCIAL,"SECTOR LOS TRES REYES, LOTE 5""E"" ZONA 7 ALDEA EL PAJON",66373741,BLANCA SARAI GUTIERREZ PINEDA,JOSE ADOLFO ESPINOZA MORATAYA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA ORIENTE,
2935,01-02-0022-46,01-510,GUATEMALA,SANTA CATARINA PINULA,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,NUEVO SALON MUNICIPAL,23660520,ZOILA ESPERANZA CAMEY ATZ,EDGAR EFRAIN RAFAEL MARTINEZ,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA ORIENTE,
2936,01-02-0034-46,01-502,GUATEMALA,SANTA CATARINA PINULA,COLEGIO BILINGUE INTEGRIDAD (INTEGRITY),"ALDEA DON JUSTO KILOMETRO 16.5 CARRETERA A SAN JOSE PINULA, CASERIO LA LAGUNETA,",66371400,JULIA ENECON ROCA MORAN,MARIA DEL CAARMEN BARRERA ARAGON DE DAVILA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE,
2937,01-02-0036-46,01-502,GUATEMALA,SANTA CATARINA PINULA,LICEO INTEGRAL DE ENSENANZA COMERCIAL -LIEC-,"SECTOR LOS TRES REYES, LOTE 5""E"" ZONA 7 ALDEA EL PAJON",58543592,JULIA ENECON ROCA MORAN,JOSE ADOLFO ESPINOZA MORATAYA,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE,
2938,01-02-0038-46,01-644,GUATEMALA,SANTA CATARINA PINULA,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,"KM.14.5 CARRETERA A EL SALVADOR,ALDEA PUERTA PARADA.",66339586,LIGIA DEL ROSARIO RICCI VELASQUEZ,THELMA YOLANDA MADRID CACHIN DE PEREZ,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA ORIENTE,
2939,01-02-0039-46,01-510,GUATEMALA,SANTA CATARINA PINULA,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,ALDEA CUCHILLA DEL CARMEN,41664195,ZOILA ESPERANZA CAMEY ATZ,SANDRA ELIZABETH GOMEZ MORALES DE MONTERROSO,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE,
2940,01-02-0043-46,01-502,GUATEMALA,SANTA CATARINA PINULA,COLEGIO VALLE VERDE CES,"KILOMETRO 17.5 CARRETERA A EL SALVADOR, FINCA LA ESPERANZA, LOTE 1 ZONA 8",66242280,JULIA ENECON ROCA MORAN,ALINA MARIA SCHNEIDER MONSANTO DE CASADO,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE,
2941,01-02-0048-46,01-644,GUATEMALA,SANTA CATARINA PINULA,COLEGIO TECNOLOGICO SINAI,"LOTE 88 ""A"" ZONA 6 ALDEA PIEDRA PARADA CRISTO REY",66455922,LIGIA DEL ROSARIO RICCI VELASQUEZ,RONAL ALEXANDER BARRIOS PAZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA ORIENTE,
2942,01-02-0049-46,01-502,GUATEMALA,SANTA CATARINA PINULA,COLEGIO KING DAVID,"KILOMETRO 18.5 CARRETERA A EL SALVADOR, ALDEA EL CANCHON LA LABOR DE MONZON, L. 3, Z. 8.",66611170,JULIA ENECON ROCA MORAN,LORENZO GARCIA GAITAN,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE,
2943,01-02-0052-46,01-510,GUATEMALA,SANTA CATARINA PINULA,COLEGIO MIXTO TECNICO EN COMPUTACION VISTA AZUL,"1A. CALLE "" C "" 7-70, ALDEA CUCHILLA DEL CARMEN GUATEMALA",24438611,ZOILA ESPERANZA CAMEY ATZ,PEM MIRNA PATRICIA CASTILLO SAMAYOA DE VELASQUEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE,
2944,01-02-0058-46,01-405,GUATEMALA,SANTA CATARINA PINULA,"INSTITUTO OFICIAL DE EDUCACION BASICA Y BACHILLERATO POR MADUREZ "" MIRMA FIGUEROA DE CORO """,LOTE 45 ALDEA EL PAJON,59237443,BLANCA SARAI GUTIERREZ PINEDA,MA. Y LIC. JOSE ADOLFO ESPINOZA MORATAYA,DIVERSIFICADO,MUNICIPAL,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA ORIENTE,
2945,01-02-0060-46,01-405,GUATEMALA,SANTA CATARINA PINULA,"INSTITUTO OFICIAL DE EDUACION BASICA Y BACHILLERATO POR MADUREZ ,SUBSIDIADO POR LA MUNICIPALIDAD DE SANTA CATARINA PINULA",6A. AVENIDA 1-10 ZONA 1,52042077,BLANCA SARAI GUTIERREZ PINEDA,PEM. CALIXTO HIPOLITO BAMACA MENDEZ,DIVERSIFICADO,MUNICIPAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA ORIENTE,
2946,01-02-0065-46,01-510,GUATEMALA,SANTA CATARINA PINULA,"INSTITUTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA ""EL PUEBLITO""",1a. AVENIDA FINAL 8-76 ZONA 3 ALDEA EL PUEBLITO,23677819,ZOILA ESPERANZA CAMEY ATZ,JUAN RAFAEL ICUTE,DIVERSIFICADO,COOPERATIVA,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE,
2947,01-02-0068-46,01-502,GUATEMALA,SANTA CATARINA PINULA,COLEGIO THE ORCHARD CARE,"KM. 18.7 CARRETERA A EL SALVADOR, HACIENDA MIRAGE, CASA NO. 1 ZONA 8",66342154,JULIA ENECON ROCA MORAN,SILVIA EUGENIA CASTRO CASTILLO DE ARRIAZA,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE,
2948,01-02-0076-46,01-405,GUATEMALA,SANTA CATARINA PINULA,COLEGIO LA PLACE,"LOTE # 23 SAN GABRIEL, KM. 18 CARRETERA A EL SALVADOR GUATEMALA",66346612,BLANCA SARAI GUTIERREZ PINEDA,PEM F/M . MARCO ANTONIO CASTANEDA FLORES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,INTERMEDIA,A DISTANCIA,GUATEMALA ORIENTE,
2949,01-02-0078-46,01-502,GUATEMALA,SANTA CATARINA PINULA,COLEGIO BILINGUE INTEGRIDAD ( INTEGRITY),"ALDEA DON JUSTO KM.17 CARRETERA A SAN JOSE PINULA, LOTE 3 "" A "" ZONA 7 GUATEMALA",66371400,JULIA ENECON ROCA MORAN,MARIA VERONICA AUYON OCAMPO DE GALICIA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,SEMIPRESENCIAL,GUATEMALA ORIENTE,
2950,01-02-4189-46,01-644,GUATEMALA,SANTA CATARINA PINULA,COLEGIO INTERNACIONAL MONTESSORI,"KM. 13.5 CARRETERA A EL SALVADOR FINCA LA LUZ, PUERTA PARADA",66281200,LIGIA DEL ROSARIO RICCI VELASQUEZ,,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE,
2951,01-02-6764-46,01-502,GUATEMALA,SANTA CATARINA PINULA,COLEGIO MAYA DE GUATEMALA,"KILOMETRO 12.5, CARRETERA A EL SALVADOR",66441200,JULIA ENECON ROCA MORAN,VILMA LORENA LEON OLIVA DE HERNANDEZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE,
2952,01-02-6805-46,01-502,GUATEMALA,SANTA CATARINA PINULA,COLEGIO BILINGUE VALLES DE VISTA HERMOSA,KM. 18.5 CARRETERA A EL SALVADOR LOTIFICACION LAS MARGARITAS LOTE 26,66342012,JULIA ENECON ROCA MORAN,,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE,
2953,01-02-7145-46,01-644,GUATEMALA,SANTA CATARINA PINULA,COLEGIO PALO ALTO,KM. 16.5 CARRETERA AL EL SALVADOR,66370173,LIGIA DEL ROSARIO RICCI VELASQUEZ,THELMA YOLANDA MADRID CACHIN PEREZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE,
2954,01-02-7441-46,01-644,GUATEMALA,SANTA CATARINA PINULA,COLEGIO METROPOLITANO,"KM. 16.5 CARRETERA A PIEDRA PARADA, CRISTO REY",66417400,LIGIA DEL ROSARIO RICCI VELASQUEZ,ALBIS JUDITH OCHOA RAMIREZ DE SOLARES,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE,
2955,01-02-7829-46,01-502,GUATEMALA,SANTA CATARINA PINULA,COLEGIO LA PLACE,KM. 18.5 CARRETERA AL SALVADOR CRUCE CARRETERA VIEJA,66346612,JULIA ENECON ROCA MORAN,EDGAR RENE MORALES ROCA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE,
2956,01-02-8694-46,01-510,GUATEMALA,SANTA CATARINA PINULA,COLEGIO MADRE DEL DIVINO PASTOR,3A. CALLE 7-75 ZONA 1,23660365,ZOILA ESPERANZA CAMEY ATZ,TERESITA NUNEZ GOMEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE,
2957,01-02-9033-46,01-502,GUATEMALA,SANTA CATARINA PINULA,COLEGIO DISCOVERY,KM. 14.5 CARRETERA A EL SALVADOR,66442828,JULIA ENECON ROCA MORAN,,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE,
2958,01-02-9060-46,01-510,GUATEMALA,SANTA CATARINA PINULA,"LICEO MIXTO DE CIENCIAS COMERCIALES 'INTELIGENCIA, SABIDURIA Y CONOCIMIENTO'","SECTOR CENTRAL 3, CASA #42 ALDEA EL CARMEN",23660917,ZOILA ESPERANZA CAMEY ATZ,,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA ORIENTE,
2959,01-02-9284-46,01-508,GUATEMALA,SANTA CATARINA PINULA,CENTRO ESCOLAR ENTREVALLES,CA1 ANTIGUA CARRETERA A EL SALVADOR KM. 16.8 ENTRADA A SAN ANTONIO,66854700,MANUEL MARIA CANO CASTRO,MARIA DEL CARMEN MARROQUIN TOBIAS DE CAMEY,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE,
2960,01-02-9324-46,01-502,GUATEMALA,SANTA CATARINA PINULA,CENTRO EDUCATIVO 'EL PERPETUO SOCORRO DON JUSTO',ALDEA DON JUSTO KM. 15.5 CARRETERA ANTIGUA A EL SALVADOR,66373695,JULIA ENECON ROCA MORAN,KARLA GRACIELA ROSAS MOLINA,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE,
2961,01-02-9748-46,01-502,GUATEMALA,SANTA CATARINA PINULA,COLEGIO ARRAYANES,KM. 9.5 ANTIGUA CARRETERA A EL SALVADOR FINCA SAN JORGE MUXBAL CASA MUXBAL,66420121,JULIA ENECON ROCA MORAN,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE,
2962,01-02-9835-46,01-510,GUATEMALA,SANTA CATARINA PINULA,CENTRO EDUCATIVO DIVERSIFICADO POR COOPERATIVA,6A. AVENIDA 1-10 ZONA 1,23677065,ZOILA ESPERANZA CAMEY ATZ,ANA MERCEDES RAMIREZ LAINEZ,DIVERSIFICADO,COOPERATIVA,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE,
2963,01-03-0013-46,01-506,GUATEMALA,SAN JOSE PINULA,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,2A. AVENIDA 1-39 ZONA 4,57752117,ADELA VANESSA CON SUMALE,LESVIA JUDITH TAGUA GUZMAN DE RODRIGUEZ,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE,
2964,01-03-0035-46,01-506,GUATEMALA,SAN JOSE PINULA,CENTRO EDUCATIVO CASTELVERDE,KM. 25.5 CARRETERA A MATAQUESCUINTLA,66348347,ADELA VANESSA CON SUMALE,DENIS ROLANDO VELIZ FERNANDEZ,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE,
2965,01-03-0045-46,01-506,GUATEMALA,SAN JOSE PINULA,COLEGIO HERALDOS DEL EVANGELIO INTERNACIONAL,"KILOMETRO 30, CARRETERA A FINCA AGUA TIBIA",59317872,ADELA VANESSA CON SUMALE,BRENDA ROCSANA CRUZ NAJERA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA ORIENTE,
2966,01-03-0052-46,01-624,GUATEMALA,SAN JOSE PINULA,CENTRO EDUCATIVO EL PROGRESO,5A. CALLE 2-50 ZONA 2,66348335,ROSENDA CORINA SALAY ALBIZURES,VICTOR MANUEL RAMIREZ PEREZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA ORIENTE,
2967,01-03-0053-46,01-624,GUATEMALA,SAN JOSE PINULA,"CENTRO EDUCATIVO ""EL PROGRESO""",5A. CALLE 2-50 ZONA 2,66348335,ROSENDA CORINA SALAY ALBIZURES,VICTOR MANUEL RAMIREZ PEREZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE,
2968,01-03-0063-46,01-506,GUATEMALA,SAN JOSE PINULA,INSTITUTO DE EDUCACION DIVERSIFICADA SUBSIDIADO POR LA MUNICIPALIDAD DE SAN JOSE PINULA,ALDEA LA JOYA DE LOS CEDROS,40479925,ADELA VANESSA CON SUMALE,GLENDY MARYLI SOLARES ALVIZUREZ,DIVERSIFICADO,MUNICIPAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA ORIENTE,
2969,01-03-0071-46,01-633,GUATEMALA,SAN JOSE PINULA,LICEO MIXTO PINULTECO,4A. CALLE 4-24 ZONA 1,66348322,MAYRA HORTENSIA RUSTRIAN ECUTE,ALMA CORILIA PORRES DE GARCIA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE,
2970,01-03-0072-46,01-633,GUATEMALA,SAN JOSE PINULA,LICEO MIXTO PINULTECO,4A. CALLE 4-24 ZONA 1,66348322,MAYRA HORTENSIA RUSTRIAN ECUTE,ALMA CORILIA PORRES DE GARCIA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA ORIENTE,
2971,01-03-0074-46,01-405,GUATEMALA,SAN JOSE PINULA,LICEO MIXTO PINULTECO,4A. CALLE 4-24 ZONA 1,66348322,BLANCA SARAI GUTIERREZ PINEDA,ALMA CORILIA PORRES DE GARCIA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA ORIENTE,
2972,01-03-0091-46,01-633,GUATEMALA,SAN JOSE PINULA,COLEGIO MIXTO SUPERACION Y DESARROLLO,3A. CALLE 2-22 ZONA 4,66617118,MAYRA HORTENSIA RUSTRIAN ECUTE,ALVARO EDUARDO SOTOJ ALVAREZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE,
2973,01-03-0096-46,01-506,GUATEMALA,SAN JOSE PINULA,COLEGIO TECNICO PANAMERICANO,6A. AVENIDA 0-41 CALLEJON LOS MUNDOS ALDEA SANTA INES PINULA,66418724,ADELA VANESSA CON SUMALE,HEIDY ROXANA MARROQUIN GARCIA,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE,
2974,01-03-0097-46,01-633,GUATEMALA,SAN JOSE PINULA,CENTRO EDUCATIVO INTEGRAL EL SABER NO. 2,"LOTE NO. 3 MANZANA ""D"", SECTOR LOS CLAVELES CONDOMINIO RESIDENCIAL SAN JOSE ALDEA LAS ANONAS",66407305,MAYRA HORTENSIA RUSTRIAN ECUTE,JUAN CAMO CORTEZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE,
2975,01-03-0101-46,01-506,GUATEMALA,SAN JOSE PINULA,COLEGIO INTERNACIONAL SYNERGY,"KM. 20.5 CARRETERA A SAN JOSE PINULA, LOTE 40, CALLEJON LOS ALVAREZ ALDEA SANTA INES PINULA",66273000,ADELA VANESSA CON SUMALE,NORMA BEATRIZ ERAZO LOPEZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE,
2976,01-03-0102-46,01-506,GUATEMALA,SAN JOSE PINULA,CENTRO EDUCATIVO ENTRECAMPOS,"3A. CALLE 10-57 ZONA 2, CASA SANTANDER",66718400,ADELA VANESSA CON SUMALE,JUAN MANUEL IBOY SALAY,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE,
2977,01-03-0110-46,01-624,GUATEMALA,SAN JOSE PINULA,COLEGIO CIENCIA Y DESARROLLO,"MANZANA L, LOTE 15, SECTOR II, RESIDENCIALES SAN JOSE",66692545,ROSENDA CORINA SALAY ALBIZURES,PEM SANDRA MIROSLAVA ARMAS MAZARIEGOS,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA ORIENTE,
2978,01-03-0117-46,01-633,GUATEMALA,SAN JOSE PINULA,LICEO COMERCIAL ENTRE VALLES,"8A. AVENIDA 10-08 (INTERIOR LOTE 22) CANTON EL MATAZANO, ZONA 4",35244494,MAYRA HORTENSIA RUSTRIAN ECUTE,OSCAR FERNANDO MENDEZ RIVERA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA ORIENTE,
